"cow_abb","cow_code","year","cow_name","cy_case_id","diprel_jan1","diprel_dec31","diprel_midyr","num_dip_change","dip_change_date","dip_change_date2","full_relations","num_dip_dispute","dip_dispute_date1","dip_dispute_date2","num_amb_exit","num_amb_enter","amb_jan1","amb_jan_enter_date","amb_jan_exit_date","amb_jan_career","amb_midyr","amb_midyr_enter_date","amb_midyr_exit_date","amb_midyr_career","amb_midyr_tenure","amb_dec31","amb_dec_enter_date","amb_dec_exit_date","amb_dec_career","vacancy","vacancy_code","vacancy_code2","before_first_amb","vac1_dispute_during","vac2_dispute_during","vac1_last_dispute_before","vac2_last_dispute_before","vac1_onset","vac2_onset","vac1_end","vac2_end","vac1_end_diprel_during","vac2_end_diprel_during","vac1_dispute_to_onset","vac2_dispute_to_onset","vac1_duration","vac2_duration","ineligible","foreign_amb_appt","foreign_amb_endyr_cda","foreign_amb_endyr_tenure_withNA","foreign_amb_endyr_status","foreign_amb_endyr_tenure","gdp_const","population","govt_exp","polity","mil_const","econ_const","econ_smooth","ideal_diff","ideal_diff_imp","import_from_US","export_to_US","import_from_US_const","export_to_US_const","ally","capabilities","capratio","gatt_join","wto_join","gatt_member","wto_member","gatt_or_wto_member","fta","start_mid_US","mid_start_count","sotu_mention","visit","pop_imputed","gdp_imputed","polity_imputed","imp_imputed","exp_imputed","idealdiff_imputed","mil_imputed","econ_imputed","govtexp_imputed","turnover","logimp","logexp","logimp_imputed","logexp_imputed","loggdp","logpop","loggdp_imputed","logpop_imputed","logmil","logecon","logmil_imputed","logecon_imputed","lag3num_amb_enter","lag3enter","jan_sideacc","lag3jan_sideacc","lag3dec_car","lag3midyr_car","lag3ineligible","lag1famb_appt","lag1famb_tenure","lag1famb_status","lag4famb_appt","lag4famb_tenure","lag4famb_status","lag4vac","lag5vac","lag6vac","totalvac","lag1vac","lag2vac","lag3vac","recentvac","totalvac2","totalvac3","recentvac2","recentvac3","lag1logimp","lag1logimp_imputed","lag2logimp","lag2logimp_imputed","lag3logimp","lag3logimp_imputed","lag4logimp","lag4logimp_imputed","lag5logimp","lag5logimp_imputed","lag6logimp","lag6logimp_imputed","lead1logimp","lead1logimp_imputed","lead1startmid","lag1startmid","lag2startmid","lag3startmid","lag4startmid","lag5startmid","lag6startmid","lag1logexp","lag1logexp_imputed","lag4logexp","lag4logexp_imputed","lag1logmil","lag1logmil_imputed","lag4logmil","lag4logmil_imputed","lag1logecon","lag1logecon_imputed","lag4logecon","lag4logecon_imputed","lag1loggdp","lag1loggdp_imputed","lag4loggdp","lag4loggdp_imputed","lag1logpop","lag1logpop_imputed","lag4logpop","lag4logpop_imputed","lag1govtexp","lag1govtexp_imputed","lag4govtexp","lag4govtexp_imputed","lag1idealdiff","lag1idealdiff_imputed","lag4idealdiff","lag4idealdiff_imputed","lag1polity","lag1polity_imputed","lag4polity","lag4polity_imputed","lag1cap","lag4cap","lag1capratio","lag4capratio","lag1ally","lag4ally","lag1fta","lag4fta","lag1gattwto","lag4gattwto","lag4visit","lag4sotu","lag1deltapolity","lag4deltapolity","lag1deltapolity_imputed","lag4deltapolity_imputed","prior_car","recent_car","prior_pol","recent_pol","lag3enter_car","lag3enter_pol"
"COS",94,1967,"Costa Rica","COS_1967",1,1,NA,0,NA,NA,1,0,NA,NA,1,1,"Raymond L. Telles Jr.","1961-05-22","1967-02-19",0,NA,NA,NA,NA,NA,"Clarence A. Boonstra","1967-03-08","1969-08-11",1,0.0493150684931507,"COS1967",NA,0,0,NA,NA,NA,"1967-02-19",NA,"1967-03-08",NA,0,NA,NA,NA,17,NA,0,0,0,1,0,1,6147495335.18306,1696732,12.635145069269,10,117931,84236076,84236076,1.204,NA,74.099998,75,414.413754127445,419.447130883301,1,0.0001489,0.000713983968206855,0,0,0,0,0,0,0,0,0,0,1696732,6147495335.18306,10,414.413754127445,419.447130883301,1.204,117931,84236076,12.635145069269,1,6.02927502145585,6.04131874233673,6.02927502145585,6.04131874233673,22.5393105732391,14.3442146059935,22.5393105732391,14.3442146059935,11.6778634661533,18.2491338553799,11.6778634661533,18.2491338553799,0,0,0,0,0,NA,0,1,0,0,0,1,0,0,0,0.0986301369863014,0.0986301369863014,0,0,0,0,0.00972790392193658,0.000959464496410183,0,0,5.99697638109184,5.99697638109184,6.03985966624579,6.03985966624579,5.95384795077057,5.95384795077057,5.88556336359242,5.88556336359242,5.77950210225738,5.77950210225738,5.74009832374629,5.74009832374629,6.08024048757128,6.08024048757128,0,0,0,0,0,0,0,5.92877504741762,5.92877504741762,5.61386542478501,5.61386542478501,14.0615773525798,14.0615773525798,14.4980067172448,14.4980067172448,17.1187314283175,17.1187314283175,18.2891639492335,18.2891639492335,22.4843478232956,22.4843478232956,22.3023153768365,22.3023153768365,14.3133013968358,14.3133013968358,14.211970575006,14.211970575006,12.5198214961208,12.5198214961208,12.1291331732409,12.1291331732409,1.19,1.19,0.96,0.96,10,10,10,10,0.0001483,0.0001255,0.000710693225411476,0.000603462576905415,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
"COS",94,1968,"Costa Rica","COS_1968",1,1,NA,0,NA,NA,1,0,NA,NA,0,0,"Clarence A. Boonstra","1967-03-08","1969-08-11",1,NA,NA,NA,NA,NA,"Clarence A. Boonstra","1967-03-08","1969-08-11",1,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,6668391324.58353,1747694,12.4056412976309,10,0,62443182,62443182,1.265,NA,80.900002,94,436.134307446654,506.756784752434,1,0.0001631,0.000801821329037288,0,0,0,0,0,0,0,0,0,1,1747694,6668391324.58353,10,436.134307446654,506.756784752434,1.265,0,62443182,12.4056412976309,0,6.08024048757128,6.23000256275907,6.08024048757128,6.23000256275907,22.6206444870631,14.3738077626651,22.6206444870631,14.3738077626651,0,17.9497676292501,0,17.9497676292501,0,0,0,0,0,NA,0,0,1,0,0,2,0,0,0,0,0,0.0493150684931507,0,0,0.0493150684931507,0,0,0.00243197598048414,0.000119933062051273,6.02927502145585,6.02927502145585,5.99697638109184,5.99697638109184,6.03985966624579,6.03985966624579,5.95384795077057,5.95384795077057,5.88556336359242,5.88556336359242,5.77950210225738,5.77950210225738,6.09373773992482,6.09373773992482,0,0,0,0,0,0,0,6.04131874233673,6.04131874233673,5.85256524428185,5.85256524428185,11.6778634661533,11.6778634661533,14.772803876051,14.772803876051,18.2491338553799,18.2491338553799,18.4071023939896,18.4071023939896,22.5393105732391,22.5393105732391,22.3382523227049,22.3382523227049,14.3442146059935,14.3442146059935,14.2472546619676,14.2472546619676,12.635145069269,12.635145069269,12.6655936294448,12.6655936294448,1.204,1.204,0.96,0.96,10,10,10,10,0.0001489,0.0001472,0.000713983968206855,0.000725185311450341,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"COS",94,1969,"Costa Rica","COS_1969",1,1,NA,0,NA,NA,1,0,NA,NA,1,0,"Clarence A. Boonstra","1967-03-08","1969-08-11",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.391780821917808,"COS1969",NA,0,0,NA,NA,NA,"1969-08-11",NA,"1970-04-27",NA,0,NA,NA,NA,259,NA,0,0,0,1,0,1,7034606035.54784,1797893,12.4785597142758,10,0,96039205,96039205,1.095,NA,85.735001,107,442.074416906425,551.722890969436,1,0.000164,0.000828488695170719,0,0,0,0,0,0,0,0,0,0,1797893,7034606035.54784,10,442.074416906425,551.722890969436,1.095,0,96039205,12.4785597142758,1,6.09373773992482,6.31485677460802,6.09373773992482,6.31485677460802,22.6741075253118,14.4021259816756,22.6741075253118,14.4021259816756,0,18.3802670618946,0,18.3802670618946,0,0,0,0,0,NA,0,1,0,0,0,3,0,0,0,0,0,0,0.0493150684931507,0,0.0493150684931507,0,0,0.00243197598048414,0.000119933062051273,6.08024048757128,6.08024048757128,6.02927502145585,6.02927502145585,5.99697638109184,5.99697638109184,6.03985966624579,6.03985966624579,5.95384795077057,5.95384795077057,5.88556336359242,5.88556336359242,6.29182412324027,6.29182412324027,0,0,0,0,0,0,0,6.23000256275907,6.23000256275907,5.90325628188451,5.90325628188451,0,0,14.0599810643926,14.0599810643926,17.9497676292501,17.9497676292501,18.2803051143097,18.2803051143097,22.6206444870631,22.6206444870631,22.416975953956,22.416975953956,14.3738077626651,14.3738077626651,14.2810297722346,14.2810297722346,12.4056412976309,12.4056412976309,12.5951374522012,12.5951374522012,1.265,1.265,1.011,1.011,10,10,10,10,0.0001631,0.0001491,0.000801821329037288,0.000739806816642527,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"COS",94,1970,"Costa Rica","COS_1970",1,1,NA,0,NA,NA,1,0,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Walter Christian Ploeser","1970-04-27","1972-04-13",0,0.320547945205479,"COS1969",NA,0,0,NA,NA,NA,"1969-08-11",NA,"1970-04-27",NA,0,NA,NA,NA,259,NA,0,1,0,0,0,0,7562421976.87836,1847394,12.564947890718,10,0,101969071,101969071,1.12,NA,110.293,124,539.137708744247,606.140696909928,1,0.000172,0.000950437975080843,0,0,0,0,0,0,0,0,0,0,1847394,7562421976.87836,10,539.137708744247,606.140696909928,1.12,0,101969071,12.564947890718,1,6.29182412324027,6.40876055482611,6.29182412324027,6.40876055482611,22.7464573431432,14.4292865553276,22.7464573431432,14.4292865553276,0,18.4401801095831,0,18.4401801095831,1,1,0,0,1,NA,0,0,1,0,1,0,0,0,0,0,0,0.391780821917808,0,0.0493150684931507,0.441095890410959,0,0,0.194565584537436,0.0858220797548692,6.09373773992482,6.09373773992482,6.08024048757128,6.08024048757128,6.02927502145585,6.02927502145585,5.99697638109184,5.99697638109184,6.03985966624579,6.03985966624579,5.95384795077057,5.95384795077057,6.27608906239229,6.27608906239229,0,0,0,0,0,0,0,6.31485677460802,6.31485677460802,5.92877504741762,5.92877504741762,0,0,14.0615773525798,14.0615773525798,18.3802670618946,18.3802670618946,17.1187314283175,17.1187314283175,22.6741075253118,22.6741075253118,22.4843478232956,22.4843478232956,14.4021259816756,14.4021259816756,14.3133013968358,14.3133013968358,12.4785597142758,12.4785597142758,12.5198214961208,12.5198214961208,1.095,1.095,1.19,1.19,10,10,10,10,0.000164,0.0001483,0.000828488695170719,0.000710693225411476,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
"COS",94,1971,"Costa Rica","COS_1971",1,1,NA,0,NA,NA,1,0,NA,NA,0,0,"Walter Christian Ploeser","1970-04-27","1972-04-13",0,NA,NA,NA,NA,NA,"Walter Christian Ploeser","1970-04-27","1972-04-13",0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,1,8075041161.02918,1896077,13.8713751101881,10,468857,37039676,37039676,0.624,NA,114.161,116,530.705126613372,539.254164619713,1,0.000178,0.00104732866467949,0,0,0,0,0,0,0,0,0,0,1896077,8075041161.02918,10,530.705126613372,539.254164619713,0.624,468857,37039676,13.8713751101881,0,6.27608906239229,6.29203970404717,6.27608906239229,6.29203970404717,22.8120438033832,14.4552975727868,22.8120438033832,14.4552975727868,13.0580552297288,17.4275002474019,13.0580552297288,17.4275002474019,0,0,0,0,1,NA,0,1,0,0,0,1,0,0.0493150684931507,0,0,0.0493150684931507,0.320547945205479,0.391780821917808,0,0.712328767123287,0.00243197598048414,0.000119933062051273,0.507412272471382,0.361444358472765,6.29182412324027,6.29182412324027,6.09373773992482,6.09373773992482,6.08024048757128,6.08024048757128,6.02927502145585,6.02927502145585,5.99697638109184,5.99697638109184,6.03985966624579,6.03985966624579,6.30422150822251,6.30422150822251,0,0,0,0,0,0,0,6.40876055482611,6.40876055482611,6.04131874233673,6.04131874233673,0,0,11.6778634661533,11.6778634661533,18.4401801095831,18.4401801095831,18.2491338553799,18.2491338553799,22.7464573431432,22.7464573431432,22.5393105732391,22.5393105732391,14.4292865553276,14.4292865553276,14.3442146059935,14.3442146059935,12.564947890718,12.564947890718,12.635145069269,12.635145069269,1.12,1.12,1.204,1.204,10,10,10,10,0.000172,0.0001489,0.000950437975080843,0.000713983968206855,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"COS",94,1972,"Costa Rica","COS_1972",1,1,NA,0,NA,NA,1,0,NA,NA,1,1,"Walter Christian Ploeser","1970-04-27","1972-04-13",0,NA,NA,NA,NA,NA,"Viron Peter Vaky","1972-10-17","1974-02-09",1,0.515068493150685,"COS1972",NA,0,0,NA,NA,NA,"1972-04-13",NA,"1972-10-17",NA,0,NA,NA,NA,187,NA,0,0,0,2,0,2,8735421671.68617,1944169,14.3869130212517,10,0,17010998,17010998,1.099,NA,123.02,138,545.875684201552,612.346321084491,1,0.0001773,0.00107622044491062,0,0,0,0,0,0,0,0,0,0,1944169,8735421671.68617,10,545.875684201552,612.346321084491,1.099,0,17010998,14.3869130212517,1,6.30422150822251,6.41892973739196,6.30422150822251,6.41892973739196,22.8906520531722,14.4803451943803,22.8906520531722,14.4803451943803,0,16.6493706928062,0,16.6493706928062,0,0,0,0,NA,NA,0,0,1,0,1,0,0,0,0.0493150684931507,0,0.0493150684931507,0,0.320547945205479,0.391780821917808,0.712328767123287,0.00243197598048414,0.000119933062051273,0.507412272471382,0.361444358472765,6.27608906239229,6.27608906239229,6.29182412324027,6.29182412324027,6.09373773992482,6.09373773992482,6.08024048757128,6.08024048757128,6.02927502145585,6.02927502145585,5.99697638109184,5.99697638109184,6.52651378714939,6.52651378714939,0,0,0,0,0,0,0,6.29203970404717,6.29203970404717,6.23000256275907,6.23000256275907,13.0580552297288,13.0580552297288,0,0,17.4275002474019,17.4275002474019,17.9497676292501,17.9497676292501,22.8120438033832,22.8120438033832,22.6206444870631,22.6206444870631,14.4552975727868,14.4552975727868,14.3738077626651,14.3738077626651,13.8713751101881,13.8713751101881,12.4056412976309,12.4056412976309,0.624,0.624,1.265,1.265,10,10,10,10,0.000178,0.0001631,0.00104732866467949,0.000801821329037288,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
"COS",94,1973,"Costa Rica","COS_1973",1,1,NA,0,NA,NA,1,0,NA,NA,0,0,"Viron Peter Vaky","1972-10-17","1974-02-09",1,NA,NA,NA,NA,NA,"Viron Peter Vaky","1972-10-17","1974-02-09",1,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,9408827974.21146,1992514,13.9445405224697,10,0,11153006,11153006,1.21,NA,159.951,150,682.012927658529,639.582991971162,1,0.0001743,0.00109747297874189,0,0,0,0,0,0,0,0,0,0,1992514,9408827974.21146,10,682.012927658529,639.582991971162,1.21,0,11153006,13.9445405224697,0,6.52651378714939,6.46237868666831,6.52651378714939,6.46237868666831,22.9649142316932,14.5049077159706,22.9649142316932,14.5049077159706,0,16.2272197056103,0,16.2272197056103,1,1,0,0,0,NA,0,0,2,0,0,1,0,0.391780821917808,0,0.0493150684931507,0.441095890410959,0.515068493150685,0,0.320547945205479,0.835616438356164,0.194565584537436,0.0858220797548692,0.698254832051041,0.583473215823472,6.30422150822251,6.30422150822251,6.27608906239229,6.27608906239229,6.29182412324027,6.29182412324027,6.09373773992482,6.09373773992482,6.08024048757128,6.08024048757128,6.02927502145585,6.02927502145585,6.89292260076752,6.89292260076752,0,0,0,0,0,0,0,6.41892973739196,6.41892973739196,6.31485677460802,6.31485677460802,0,0,0,0,16.6493706928062,16.6493706928062,18.3802670618946,18.3802670618946,22.8906520531722,22.8906520531722,22.6741075253118,22.6741075253118,14.4803451943803,14.4803451943803,14.4021259816756,14.4021259816756,14.3869130212517,14.3869130212517,12.4785597142758,12.4785597142758,1.099,1.099,1.095,1.095,10,10,10,10,0.0001773,0.000164,0.00107622044491062,0.000828488695170719,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
"COS",94,1974,"Costa Rica","COS_1974",1,1,NA,0,NA,NA,1,0,NA,NA,1,0,"Viron Peter Vaky","1972-10-17","1974-02-09",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.893150684931507,"COS1974",NA,0,0,NA,NA,NA,"1974-02-09",NA,"1975-03-17",NA,0,NA,NA,NA,401,NA,0,1,0,0,0,0,9930538075.60371,2042241,14.2936054412071,10,0,42477573,42477573,0.915,NA,248.315,183,984.276784082254,725.379664889566,1,0.0001738,0.00113818987207479,0,0,0,0,0,0,0,0,0,0,2042241,9930538075.60371,10,984.276784082254,725.379664889566,0.915,0,42477573,14.2936054412071,1,6.89292260076752,6.58807283252514,6.89292260076752,6.58807283252514,23.0188805004039,14.5295582922903,23.0188805004039,14.5295582922903,0,17.5644868240393,0,17.5644868240393,0,0,0,0,0,NA,0,1,0,0,1,0,0,0.320547945205479,0.391780821917808,0,0.712328767123287,0,0.515068493150685,0,0.515068493150685,0.507412272471382,0.361444358472765,0.265295552636517,0.136645380536069,6.52651378714939,6.52651378714939,6.30422150822251,6.30422150822251,6.27608906239229,6.27608906239229,6.29182412324027,6.29182412324027,6.09373773992482,6.09373773992482,6.08024048757128,6.08024048757128,6.75153984505637,6.75153984505637,0,0,0,0,0,0,0,6.46237868666831,6.46237868666831,6.40876055482611,6.40876055482611,0,0,0,0,16.2272197056103,16.2272197056103,18.4401801095831,18.4401801095831,22.9649142316932,22.9649142316932,22.7464573431432,22.7464573431432,14.5049077159706,14.5049077159706,14.4292865553276,14.4292865553276,13.9445405224697,13.9445405224697,12.564947890718,12.564947890718,1.21,1.21,1.12,1.12,10,10,10,10,0.0001743,0.000172,0.00109747297874189,0.000950437975080843,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"COS",94,1975,"Costa Rica","COS_1975",1,1,NA,0,NA,NA,1,0,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Terence Alphonso Todman","1975-03-17","1977-01-24",1,0.208219178082192,"COS1974",NA,0,0,NA,NA,NA,"1974-02-09",NA,"1975-03-17",NA,0,NA,NA,NA,401,NA,0,0,0,1,0,1,10139086430.8287,2094188,15.2214275568679,10,0,13433432,13433432,0.866,NA,239.092,232,854.374893748498,829.032235916097,1,0.0001704,0.00118376244722045,0,0,0,0,0,0,0,0,0,0,2094188,10139086430.8287,10,854.374893748498,829.032235916097,0.866,0,13433432,15.2214275568679,1,6.75153984505637,6.72146453848958,6.75153984505637,6.72146453848958,23.0396637354716,14.5546764467073,23.0396637354716,14.5546764467073,0,16.4132571575761,0,16.4132571575761,1,1,0,0,1,NA,0,1,0,0,0,1,0,0,0.320547945205479,0.391780821917808,0.712328767123287,0.893150684931507,0,0.515068493150685,1.40821917808219,0.507412272471382,0.361444358472765,1.98308125351848,2.7926130529,6.89292260076752,6.89292260076752,6.52651378714939,6.52651378714939,6.30422150822251,6.30422150822251,6.27608906239229,6.27608906239229,6.29182412324027,6.29182412324027,6.09373773992482,6.09373773992482,6.80096901549224,6.80096901549224,0,0,0,0,0,0,0,6.58807283252514,6.58807283252514,6.29203970404717,6.29203970404717,0,0,13.0580552297288,13.0580552297288,17.5644868240393,17.5644868240393,17.4275002474019,17.4275002474019,23.0188805004039,23.0188805004039,22.8120438033832,22.8120438033832,14.5295582922903,14.5295582922903,14.4552975727868,14.4552975727868,14.2936054412071,14.2936054412071,13.8713751101881,13.8713751101881,0.915,0.915,0.624,0.624,10,10,10,10,0.0001738,0.000178,0.00113818987207479,0.00104732866467949,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
"COS",94,1976,"Costa Rica","COS_1976",1,1,NA,0,NA,NA,1,0,NA,NA,0,0,"Terence Alphonso Todman","1975-03-17","1977-01-24",1,NA,NA,NA,NA,NA,"Terence Alphonso Todman","1975-03-17","1977-01-24",1,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,2,0,2,10698517054.5062,2148677,15.9917970941593,10,0,31578002,31578002,1.242,NA,266.59,277,897.717741257158,932.77247581767,1,0.0001764,0.00123821884605584,0,0,0,0,0,0,0,0,0,0,2148677,10698517054.5062,10,897.717741257158,932.77247581767,1.242,0,31578002,15.9917970941593,0,6.80096901549224,6.8392328066448,6.80096901549224,6.8392328066448,23.0933709757726,14.5803628618618,23.0933709757726,14.5803628618618,0,17.2679713285668,0,17.2679713285668,0,0,0,0,1,NA,0,0,1,0,0,2,0,0.515068493150685,0,0.320547945205479,0.835616438356164,0.208219178082192,0.893150684931507,0,1.1013698630137,0.698254832051041,0.583473215823472,1.21301557515481,1.33597879784174,6.75153984505637,6.75153984505637,6.89292260076752,6.89292260076752,6.52651378714939,6.52651378714939,6.30422150822251,6.30422150822251,6.27608906239229,6.27608906239229,6.29182412324027,6.29182412324027,6.99809384432336,6.99809384432336,0,0,0,0,0,0,0,6.72146453848958,6.72146453848958,6.41892973739196,6.41892973739196,0,0,0,0,16.4132571575761,16.4132571575761,16.6493706928062,16.6493706928062,23.0396637354716,23.0396637354716,22.8906520531722,22.8906520531722,14.5546764467073,14.5546764467073,14.4803451943803,14.4803451943803,15.2214275568679,15.2214275568679,14.3869130212517,14.3869130212517,0.866,0.866,1.099,1.099,10,10,10,10,0.0001704,0.0001773,0.00118376244722045,0.00107622044491062,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"COS",94,1977,"Costa Rica","COS_1977",1,1,NA,0,NA,NA,1,0,NA,NA,1,1,"Terence Alphonso Todman","1975-03-17","1977-01-24",1,NA,NA,NA,NA,NA,"Marvin Weissman","1977-06-28","1980-03-22",0,0.427397260273973,"COS1977",NA,0,0,NA,NA,NA,"1977-01-24",NA,"1977-06-28",NA,0,NA,NA,NA,155,NA,0,0,0,3,0,3,11651163770.2085,2205615,15.9817250582348,10,15835735,36596382,36596382,1.424,NA,343.65399,328.20001,1093.54479591269,1044.3685317141,1,0.0001928,0.00135942757381664,0,0,0,0,0,0,0,0,0,0,2205615,11651163770.2085,10,1093.54479591269,1044.3685317141,1.424,15835735,36596382,15.9817250582348,1,6.99809384432336,6.95212476415568,6.99809384432336,6.95212476415568,23.1786719064075,14.6065169395391,23.1786719064075,14.6065169395391,16.5777797161927,17.4154599683515,16.5777797161927,17.4154599683515,0,0,0,0,NA,NA,0,0,2,0,1,0,0,0,0.515068493150685,0,0.515068493150685,0,0.208219178082192,0.893150684931507,1.1013698630137,0.265295552636517,0.136645380536069,1.21301557515481,1.33597879784174,6.80096901549224,6.80096901549224,6.75153984505637,6.75153984505637,6.89292260076752,6.89292260076752,6.52651378714939,6.52651378714939,6.30422150822251,6.30422150822251,6.27608906239229,6.27608906239229,7.0232985088067,7.0232985088067,0,0,0,0,0,0,0,6.8392328066448,6.8392328066448,6.46237868666831,6.46237868666831,0,0,0,0,17.2679713285668,17.2679713285668,16.2272197056103,16.2272197056103,23.0933709757726,23.0933709757726,22.9649142316932,22.9649142316932,14.5803628618618,14.5803628618618,14.5049077159706,14.5049077159706,15.9917970941593,15.9917970941593,13.9445405224697,13.9445405224697,1.242,1.242,1.21,1.21,10,10,10,10,0.0001764,0.0001743,0.00123821884605584,0.00109747297874189,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"COS",94,1978,"Costa Rica","COS_1978",1,1,NA,0,NA,NA,1,0,NA,NA,0,0,"Marvin Weissman","1977-06-28","1980-03-22",0,NA,NA,NA,NA,NA,"Marvin Weissman","1977-06-28","1980-03-22",0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,12381422226.8256,2264946,16.7868347048052,10,0,26645481,26645481,1.745,NA,374.94101,333.5,1121.48303824425,997.529166666667,1,0.0001947,0.0013939562296312,0,0,0,0,0,0,0,0,0,0,2264946,12381422226.8256,10,1121.48303824425,997.529166666667,1.745,0,26645481,16.7868347048052,0,7.0232985088067,6.90628336291164,7.0232985088067,6.90628336291164,23.2394629786082,14.6330614755555,23.2394629786082,14.6330614755555,0,17.0981301632473,0,17.0981301632473,1,1,0,0,1,NA,0,0,3,0,1,0,0,0.893150684931507,0,0.515068493150685,1.40821917808219,0.427397260273973,0,0.208219178082192,0.635616438356165,1.98308125351848,2.7926130529,0.404008256708576,0.256794289195589,6.99809384432336,6.99809384432336,6.80096901549224,6.80096901549224,6.75153984505637,6.75153984505637,6.89292260076752,6.89292260076752,6.52651378714939,6.52651378714939,6.30422150822251,6.30422150822251,7.07492596306505,7.07492596306505,0,0,0,0,0,0,0,6.95212476415568,6.95212476415568,6.58807283252514,6.58807283252514,16.5777797161927,16.5777797161927,0,0,17.4154599683515,17.4154599683515,17.5644868240393,17.5644868240393,23.1786719064075,23.1786719064075,23.0188805004039,23.0188805004039,14.6065169395391,14.6065169395391,14.5295582922903,14.5295582922903,15.9817250582348,15.9817250582348,14.2936054412071,14.2936054412071,1.424,1.424,0.915,0.915,10,10,10,10,0.0001928,0.0001738,0.00135942757381664,0.00113818987207479,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
"COS",94,1979,"Costa Rica","COS_1979",1,1,NA,0,NA,NA,1,0,NA,NA,0,0,"Marvin Weissman","1977-06-28","1980-03-22",0,NA,NA,NA,NA,NA,"Marvin Weissman","1977-06-28","1980-03-22",0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,1,12992956017.9764,2326464,18.0520694061125,10,0,49134996,49134996,2.052,NA,425.185,436.70001,1180.9559891664,1212.93905541947,1,0.0001988,0.00144880957846783,0,0,0,0,0,0,0,0,0,0,2326464,12992956017.9764,10,1180.9559891664,1212.93905541947,2.052,0,49134996,18.0520694061125,0,7.07492596306505,7.10162576889264,7.07492596306505,7.10162576889264,23.287673202786,14.6598600762593,23.287673202786,14.6598600762593,0,17.7100821087224,0,17.7100821087224,0,0,0,0,1,NA,0,1,0,0,0,1,0,0.208219178082192,0.893150684931507,0,1.1013698630137,0,0.427397260273973,0,0.427397260273973,1.21301557515481,1.33597879784174,0.182668418089698,0.0780719814301177,7.0232985088067,7.0232985088067,6.99809384432336,6.99809384432336,6.80096901549224,6.80096901549224,6.75153984505637,6.75153984505637,6.89292260076752,6.89292260076752,6.52651378714939,6.52651378714939,7.15946475157461,7.15946475157461,0,0,0,0,0,0,0,6.90628336291164,6.90628336291164,6.72146453848958,6.72146453848958,0,0,0,0,17.0981301632473,17.0981301632473,16.4132571575761,16.4132571575761,23.2394629786082,23.2394629786082,23.0396637354716,23.0396637354716,14.6330614755555,14.6330614755555,14.5546764467073,14.5546764467073,16.7868347048052,16.7868347048052,15.2214275568679,15.2214275568679,1.745,1.745,0.866,0.866,10,10,10,10,0.0001947,0.0001704,0.0013939562296312,0.00118376244722045,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
